No,Wavelet transform,period,label,easting,northing,lat,long,Aquifer,Top Soil,Sub Soil,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,train,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std,test,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std
2878,Annual,1,College Farm Duxford,546235,244708,52.081412,0.13266,Chalk,sandy loam,sandy loam,1.530145249,1.454113868,283.1483342,7.940990308,0.006476033,4.657984614,100802.9649,319.9208208,112.6513948,,1999,2014,16,0.252054795,167,166,61,16,10.4375,10.375,3.8125,25.4454293,1.827870659,,2015,2019,5,0.265753425,50,50,20,5,10,10,4,25.96215026,1.383557791
2895,Multiannual,3.6,Grinshill,352085,322955,52.802001,-2.712144,Triassic Sandstone,sandy loam,sandy loam,1.888259314,1.379276901,282.8218173,7.456531633,0.006424337,3.978618324,100316.4416,321.538196,114.1181836,,1999,2014,16,0.109589041,5685,189,63,16,355.3125,11.8125,3.9375,13.22416157,0.536282253,,2015,2019,5,0,1811,60,20,5,362.2,12,4,13.2992425,0.193741204
2897,Annual,1,Badlingham,567282,270541,52.307495,0.452266,Chalk,sand,loamy sand,1.5446378,1.441634408,283.3386667,7.940990308,0.006528248,4.061966828,101363.1916,320.7579517,115.2394663,,1999,2014,16,1.991780822,157,154,56,15,10.46666667,10.26666667,3.733333333,6.861778977,0.417258186,,2015,2019,5,0.263013699,49,49,20,5,9.8,9.8,4,7.110095629,0.479297956
2902,Annual,1,Lund Wold House,494776,448078,53.920167,-0.558367,Chalk,loam,,1.95641097,1.381101738,282.3565134,7.308882087,0.006237393,4.850305442,100566.98,318.1988507,111.8173042,,1980,2014,35,1.243835616,382,369,132,35,10.91428571,10.54285714,3.771428571,45.81998059,2.885985757,,2015,2019,5,0.161643836,58,58,20,5,11.6,11.6,4,45.66767512,2.784079916
2909,Annual,1,Bings Heath,354345,318655,52.763546,-2.678023,Permian Sandstone,sandy loam,sandy loam,1.778592972,1.383532264,282.9188931,7.456531633,0.0064513,3.973882536,100492.893,321.9648649,113.9835211,,1999,2014,16,0.219178082,5594,188,63,16,349.625,11.75,3.9375,4.646542673,0.309398258,,2015,2019,5,0.093150685,1773,60,20,5,354.6,12,4,4.640083876,0.272808437
2916,Annual,1,Bugmore Hill,459655,138855,51.145855,-1.148559,Chalk,loam,,2.3180426,1.40071271,282.9799348,8.220511404,0.00652364,4.293661548,100026.2695,318.7714528,115.9130816,,1973,2014,42,0.506849315,610,458,161,42,14.52380952,10.9047619,3.833333333,24.00456783,1.192222439,,2015,2019,5,0.123287671,60,60,20,5,12,12,4,23.7203875,0.76448523
2918,Annual,1,Bridge Camp Site,421245,199115,51.690385,-1.69405,Oolites,sandy loam,sandy loam,1.818005475,1.40624338,283.1807304,7.673734289,0.006549521,3.762748445,100556.2093,321.4005431,116.7837165,,2004,2014,11,0.18630137,122,116,43,11,11.09090909,10.54545455,3.909090909,1.794225647,0.281219522,,2015,2019,5,0.246575342,57,56,20,5,11.4,11.2,4,1.78659982,0.272289067
2924,Annual,1.9,Spy Law,421769,610333,55.386467,-1.657933,Fell Sandstone& Border Group,loam,loam,2.015392824,1.34209127,281.7521754,6.53065572,0.005966974,5.154682883,99753.18043,315.6422267,105.8324853,,1998,2014,17,0.265753425,5646,192,66,17,332.1176471,11.29411765,3.882352941,60.09133708,2.155290153,,2015,2019,5,0.320547945,851,38,18,5,170.2,7.6,3.6,61.41746174,2.225896025
2927,Annual,1,Tile Barn Farm,470971,147802,51.225004,-0.985049,Chalk,loam,,2.178950298,1.359598663,283.0211492,8.204714845,0.00652482,3.550875815,100162.5222,319.0039962,116.0776827,,1971,2014,44,0.931506849,4741,463,169,44,107.75,10.52272727,3.840909091,33.87423033,1.941281036,,2015,2019,5,0.032876712,1814,60,20,5,362.8,12,4,34.16424841,1.505637789
2928,Multiannual,7.1,Scaleby,346525,564265,54.970103,-2.836846,Triassic Sandstone,loam,clay loam,2.459998143,1.334145812,282.1752688,7.028924787,0.006068076,4.253720322,100633.0475,318.8291203,107.0593491,,1977,2014,38,2.246575342,6124,316,137,37,165.5135135,8.540540541,3.702702703,3.88856039,0.248085137,,2015,2019,5,0.717808219,1564,52,18,5,312.8,10.4,3.6,3.64979737,0.148824204
2935,Annual,1,Heighton Blackcap Farm 1,547228,104307,50.819595,0.08875,Chalk,loam,loam,2.173469768,1.437616965,283.1590678,5.778736839,0.006694668,5.030953064,100268.6705,318.2878196,121.612093,,1977,2014,38,1.531506849,4194,373,138,37,113.3513514,10.08108108,3.72972973,57.54976046,1.12053399,,2015,2019,5,0.02739726,1791,60,20,5,358.2,12,4,57.43752153,0.902436788
2939,Decadal,14.2,Leckby,441120,474034,54.160461,-1.371767,Triassic Sandstone,sandy loam,sandy clay loam,1.72421922,1.411508856,282.590096,7.343361654,0.00624114,4.594900614,100969.4728,319.9227144,111.7365605,,1976,2014,39,0.630136986,442,439,151,39,11.33333333,11.25641026,3.871794872,4.422263804,0.469797637,,2015,2019,5,0.37260274,50,46,19,5,10,9.2,3.8,4.6210267,0.230722431
2944,Annual,1,Home Farm Euston,589652,278116,52.368252,0.784264,Chalk,sand,loamy sand,1.69288134,1.463003524,283.2465055,7.966193337,0.006518149,4.199244459,101281.1243,320.0802626,117.9037522,,1999,2014,16,0.498630137,178,175,62,16,11.125,10.9375,3.875,3.529842257,0.415501759,,2015,2019,5,0.315068493,46,46,20,5,9.2,9.2,4,3.54164001,0.42393088
2949,Annual,1,Kearnsey Manor,628804,144041,51.149863,1.270187,Chalk,sandy clay loam,clay loam,2.363993689,1.435827507,283.3237817,6.381855311,0.006785694,4.136025295,100525.1389,319.7529939,125.333151,,2003,2014,12,0.230136986,4091,136,46,12,340.9166667,11.33333333,3.833333333,2.765773318,0.321684654,,2015,2019,5,0.084931507,1567,54,18,5,313.4,10.8,3.6,2.630771864,0.342033408
2955,Annual,1,Rottingdean,537638,103235,50.812318,-0.047708,Chalk,loam,loam,2.081641837,1.425508001,283.2832829,5.977641657,0.006715983,4.235216741,100551.8526,318.8395446,123.1163,,1981,2014,34,1.167123288,331,326,127,34,9.735294118,9.588235294,3.735294118,52.92403761,1.006193198,,2015,2019,5,0.210958904,58,57,20,5,11.6,11.4,4,52.71405636,0.688073704
2961,Decadal,21.3,Woodgate Lane,493825,104015,50.828077,-0.669176,Chalk,loam,clay loam,2.099016195,1.385265596,283.7048253,6.021393112,0.006783166,3.403579159,101380.7604,321.0064967,119.927506,,1993,2014,22,0.591780822,269,227,86,22,12.22727273,10.31818182,3.909090909,4.720165921,0.681831147,,2015,2019,5,0.293150685,51,51,20,5,10.2,10.2,4,4.387071672,0.378869197
2966,Multiannual,7.1,Bowling Green,486427,194964,51.646835,-0.752269,Chalk,sandy clay loam,clay loam,2.108283446,1.407507119,282.9528899,8.020335061,0.00645695,3.672439834,100175.5411,319.3059677,118.0357234,,1996,2014,19,0.526027397,201,191,71,19,10.57894737,10.05263158,3.736842105,1.426129055,0.681098797,,2015,2019,5,0.178082192,56,56,20,5,11.2,11.2,4,1.615271734,0.445979739
2985,Annual,1,Sheepwash,447250,162670,51.361136,-1.322746,Chalk,loam,clay loam,2.214784908,1.382871847,282.9856876,8.220511404,0.006506969,3.626254235,100122.2709,319.4659719,117.4076578,,1980,2014,35,0.221917808,464,398,139,35,13.25714286,11.37142857,3.971428571,52.8735389,4.308754569,,2015,2019,5,0.265753425,57,57,20,5,11.4,11.4,4,51.3361822,3.19055188
2986,Multiannual,7.1,Grove Farm Slip End,507720,217690,51.847418,-0.437603,Chalk,sandy clay loam,clay loam,1.912325397,1.470410993,282.670705,7.768495066,0.006357447,4.496976351,99705.51901,317.9640593,118.427422,,1975,2014,40,0.726027397,402,397,149,40,10.05,9.925,3.725,13.92621125,3.697752795,,2015,2019,5,0.323287671,43,42,20,5,8.6,8.4,4,16.92225429,3.363328321
2988,Annual,1,Thornton Park,394264,648285,55.727919,-2.092885,Unallocated to aquifers,loam,loam,1.871664577,1.319744158,281.8686751,6.345816517,0.00595836,4.233545202,99870.5756,316.4639525,105.9726667,,1991,2014,24,0.178082192,7486,287,96,24,311.9166667,11.95833333,4,3.747596652,0.55492177,,2015,2019,5,0,1826,60,20,5,365.2,12,4,3.791741442,0.525384327
2990,Multiannual,7.1,Knole,553400,154009,51.264596,0.197336,Lower Greensand,sand,loamy sand,2.156067566,1.379195386,282.8480229,8.253918987,0.006498887,4.430512089,99758.87069,317.4039198,113.7821724,,1993,2014,22,0.356164384,245,219,84,22,11.13636364,9.954545455,3.818181818,36.7812092,1.182067682,,2015,2019,5,0.189041096,58,58,20,5,11.6,11.6,4,37.40114728,0.759329449
2992,Annual,1,The Firs,407395,168005,51.411015,-1.895055,Chalk,loam,,2.247672745,1.432367401,282.7153302,7.947018429,0.006450376,4.504328264,99531.32032,318.8564579,118.9885845,,1971,2014,44,2.389041096,1499,442,162,42,35.69047619,10.52380952,3.857142857,13.24775836,4.275399648,,2015,2019,5,0.430136986,222,54,19,5,44.4,10.8,3.8,14.36181455,3.996447581
3000,Annual,1,Bog Bridge Drift,443511,464268,54.072499,-1.336556,Triassic Sandstone,loam,clay loam,1.758522436,1.36373668,282.64309,7.343361654,0.006259344,3.851673262,101007.8121,320.1729828,111.3161846,,1973,2014,42,0.150684932,8798,496,167,42,209.4761905,11.80952381,3.976190476,0.270727785,0.327845304,,2015,2019,5,0.265753425,1644,58,20,5,328.8,11.6,4,0.175602999,0.273924695
3009,Multiannual,7.1,Sherbrooke Valley,398825,316625,52.747234,-2.018838,Triassic Sandstone,sand,sand,2.066689869,1.43507493,282.1041138,7.724265635,0.006190864,5.386525276,98918.34715,317.8450373,113.1393933,,1983,2014,32,1.079452055,375,346,121,32,11.71875,10.8125,3.78125,13.05825027,1.022660873,,2015,2019,5,0.183561644,58,56,20,5,11.6,11.2,4,13.69025532,0.612774363
3024,Annual,1,Cavenham Mill,577067,271693,52.314776,0.596242,Chalk,sand,sand,1.597405909,1.43930563,283.2943104,7.966193337,0.006521481,4.107677862,101326.8701,320.4230067,115.3771881,,1999,2014,16,0.498630137,167,155,62,16,10.4375,9.6875,3.875,4.970465509,0.268430538,,2015,2019,5,0.317808219,42,42,19,5,8.4,8.4,3.8,5.093517975,0.22900913
3026,Annual,1,Easinghope Farm,374412,257253,52.212887,-2.375908,Triassic Sandstone,loam,clay loam,1.938637523,1.483331628,282.9076503,7.636595673,0.006474356,4.702103102,100175.8219,321.32575,120.1024426,,1980,2014,35,1.068493151,447,380,134,35,12.77142857,10.85714286,3.828571429,23.46719005,1.752603482,,2015,2019,5,0.284931507,54,46,20,5,10.8,9.2,4,23.90970683,1.473231206
3029,Annual,1,Linton Lock,450027,460361,54.036798,-1.237632,Triassic Sandstone,loam,loam,1.696733026,1.419281902,282.6926313,7.343361654,0.006277796,4.631810379,101092.279,320.3398827,111.8516216,,1987,2014,28,0.747945205,329,307,109,28,11.75,10.96428571,3.892857143,0.255053192,0.315968939,,2015,2019,5,0.57260274,49,44,18,5,9.8,8.8,3.6,0.093854755,0.331752757
3030,Multiannual,7.1,Ilden Farm,620681,151935,51.223925,1.159078,Chalk,sandy loam,sandy loam,2.106798459,1.364596106,283.3015829,6.381855311,0.006736464,4.070486076,100475.7172,319.5462123,117.2279665,,1976,2014,39,1.745205479,387,367,146,38,10.18421053,9.657894737,3.842105263,61.78623997,0.849170664,,2015,2019,5,0.328767123,55,55,20,5,11,11,4,61.50155968,0.838873191
3031,Multiannual,4.3,Mission,468545,395125,53.448428,-0.969371,Triassic Sandstone,sandy loam,sandy clay loam,1.596496355,1.44526913,282.936512,7.688458873,0.006367483,4.693121014,101349.1465,321.2560288,112.7076237,,1982,2014,33,0.578082192,363,356,127,33,11,10.78787879,3.848484848,8.198214475,0.475605358,,2015,2019,5,0.210958904,58,56,20,5,11.6,11.2,4,8.245107702,0.217995748
3032,Multiannual,7.1,Hawgreen,361505,325605,52.826578,-2.572741,Permian Sandstone,sandy loam,sandy clay loam,1.899586986,1.424413334,282.8443185,7.456531633,0.006418239,4.700697415,100398.7624,321.6329742,113.4619944,,1982,2014,33,0.978082192,479,360,124,33,14.51515152,10.90909091,3.757575758,3.389842659,0.512725411,,2015,2019,5,0.323287671,57,50,20,5,11.4,10,4,3.557819072,0.531243134
3033,Annual,0.2,Calledge drove,572680,284406,52.430351,0.538492,Chalk,sandy loam,sandy clay loam,1.610585177,1.442132251,283.3351868,7.966193337,0.00652982,4.130176366,101517.5449,320.8010923,115.3219894,,1999,2014,16,0.493150685,177,175,62,16,11.0625,10.9375,3.875,1.932079899,0.135792156,,2015,2019,5,0.443835616,39,39,20,5,7.8,7.8,4,2.011271555,0.127979288
3063,Annual,1,Willerby Haggs Drift,503278,431204,53.76694,-0.434627,Oolites,sandy loam,sandy loam,1.843426609,1.433818069,282.7224069,6.690779161,0.006343473,4.883425643,100969.7298,319.8007746,114.1588699,,1980,2014,35,0.994520548,398,381,132,35,11.37142857,10.88571429,3.771428571,1.513274351,0.508378226,,2015,2019,5,0.15890411,59,59,20,5,11.8,11.8,4,1.548454489,0.447658468
3064,Annual,1,Kelfield Drift,457872,439356,53.847214,-1.121835,Unallocated to aquifers,loam,loam,1.665102788,1.429654992,282.7785774,7.197851421,0.006310888,4.665682153,101339.9041,320.6762436,112.8248976,,1990,2014,25,0.169863014,7961,298,100,25,318.44,11.92,4,1.786288764,0.236229428,,2015,2019,5,0.095890411,1760,60,20,5,352,12,4,1.649758069,0.236874163
3104,Annual,1,Dalton East Bottom,492475,451495,53.951285,-0.592358,Chalk,loam,,2.00309527,1.404992484,282.3102387,7.308882087,0.006222873,4.841436088,100490.9342,318.0048525,114.6100908,,1995,2014,20,1.243835616,216,213,73,20,10.8,10.65,3.65,39.96739674,2.588773939,,2015,2019,5,0.156164384,59,59,20,5,11.8,11.8,4,39.91296014,2.58673826
3115,Annual,1,Tholthorpe Northfield D,446892,467067,54.097357,-1.28446,Triassic Sandstone,sand,sand,1.707786902,1.40278679,282.6146311,7.343361654,0.006253193,4.617709447,100978.6169,319.9939458,110.6499376,,1987,2014,28,0.747945205,317,304,108,28,11.32142857,10.85714286,3.857142857,1.883314268,0.425095552,,2015,2019,5,0.331506849,49,44,20,5,9.8,8.8,4,1.867475731,0.402105765
3129,Annual,1,Great Ouseburn D,445931,461686,54.049085,-1.299967,Triassic Sandstone,loam,clay loam,1.761051556,1.419665722,282.6194115,7.343361654,0.006255252,4.615768526,100941.5492,320.0430181,112.2109901,,1980,2014,35,0.589041096,450,398,136,35,12.85714286,11.37142857,3.885714286,0.319424923,0.545732552,,2015,2019,5,0.57260274,51,46,18,5,10.2,9.2,3.6,0.210452374,0.456083152
3144,Multiannual,7.1,Otterton 3,309406,86495,50.671044,-3.283367,Unallocated to aquifers,sand,sand,2.199642674,1.502204655,283.5633578,6.729059364,0.006844113,5.571549598,100571.2355,322.3453058,125.1944692,,1983,2014,32,0.254794521,11105,377,127,32,347.03125,11.78125,3.96875,45.64559795,0.318785102,,2015,2019,5,0,1826,60,20,5,365.2,12,4,45.25217806,0.239312777
3145,Multiannual,7.1,Otterton Saline,308940,84030,50.64881,-3.289353,Unallocated to aquifers,sand,sand,2.172666944,1.473963391,283.7237046,6.729059364,0.00689337,4.816079436,100886.7913,323.0707246,124.8189407,,1989,2014,26,0.947945205,8074,281,95,26,310.5384615,10.80769231,3.653846154,32.06419175,0.26379646,,2015,2019,5,0.164383562,1714,59,20,5,342.8,11.8,4,32.27730807,0.22737256
3146,Annual,1,Otterton 2,308466,85990,50.666357,-3.296541,Triassic Sandstone,sand,sand,2.209531763,1.471472415,283.8269105,6.729059364,0.006922808,4.067379039,101102.6032,323.599193,127.3705576,,1983,2014,32,0.24109589,9249,374,127,32,289.03125,11.6875,3.96875,18.39105569,0.145586,,2015,2019,5,0.01369863,1778,60,20,5,355.6,12,4,18.32208931,0.102502797
3149,Decadal,42.7,Manton Lodge,462915,377375,53.289603,-1.057656,Triassic Sandstone,sand,sand,1.716432315,1.425752471,282.7006102,7.109643148,0.006305788,4.666443261,100716.5171,320.1848799,111.7585316,,1977,2014,38,0.482191781,628,438,151,38,16.52631579,11.52631579,3.973684211,28.27805933,0.803850711,,2015,2019,5,0.150684932,59,59,20,5,11.8,11.8,4,28.20249944,0.211015247
3178,Multiannual,7.1,New Road Shallow,396305,270275,52.330544,-2.055638,Triassic Sandstone,loam,loam,1.907462061,1.401735245,282.8945425,7.636595673,0.006441157,3.885531148,100255.4788,321.220082,115.6167822,,1993,2014,22,1.090410959,234,226,79,21,11.14285714,10.76190476,3.761904762,7.058351684,0.50577932,,2015,2019,5,0.328767123,47,41,19,5,9.4,8.2,3.8,7.053251665,0.331638592
3179,Multiannual,4.3,New Road Deep,396295,270265,52.330454,-2.055784,Triassic Sandstone,loam,loam,1.907462061,1.401735245,282.8945425,7.636595673,0.006441157,3.885531148,100255.4788,321.220082,115.6167822,,1993,2014,22,1.320547945,231,224,78,21,11,10.66666667,3.714285714,8.466542007,0.937128239,,2015,2018,4,0.252054795,41,35,15,4,10.25,8.75,3.75,8.428710733,0.738760961
3204,Multiannual,3.6,Sandhutton 8,437735,482155,54.233702,-1.422587,Triassic Sandstone,sandy loam,sandy loam,1.720891919,1.349321546,282.5395315,7.343361654,0.006222566,3.819592671,100916.6235,319.7110602,110.664281,,1998,2014,17,0.084931507,5702,195,65,17,335.4117647,11.47058824,3.823529412,8.423663263,0.295918644,,2015,2019,5,0.17260274,1686,59,20,5,337.2,11.8,4,8.604778722,0.229289035
3205,Multiannual,7.1,Sandhutton 7,437736,482155,54.233702,-1.422572,Triassic Sandstone,sandy loam,sandy loam,1.720891919,1.349321546,282.5395315,7.343361654,0.006222566,3.819592671,100916.6235,319.7110602,110.664281,,1998,2014,17,0.232876712,5645,192,66,17,332.0588235,11.29411765,3.882352941,8.385610239,0.294316597,,2015,2019,5,0.334246575,1312,50,20,5,262.4,10,4,8.544726822,0.272361525
3247,Annual,1,Studforth Drift,440420,472600,54.147629,-1.382678,Triassic Sandstone,sandy loam,sandy loam,1.735653626,1.362181642,282.6057767,7.343361654,0.006245137,3.836625824,100984.4751,320.0145443,111.4314814,,1987,2014,28,1.202739726,7938,319,108,28,283.5,11.39285714,3.857142857,1.096786918,0.294971006,,2015,2019,5,0.095890411,1789,60,20,5,357.8,12,4,0.761400016,0.178409589
3271,Annual,1,Exminster Marshes 1,294414,88985,50.690899,-3.496162,Permian Sandstone,clay,clay,2.260118796,1.464390305,283.9112761,6.729059364,0.006966187,4.168115078,101239.7584,324.2029256,126.4010256,,2001,2014,14,0.268493151,4610,156,53,14,329.2857143,11.14285714,3.785714286,0.146744145,0.180073564,,2015,2019,5,0.016438356,1800,60,20,5,360,12,4,0.156586506,0.180152049
3272,Annual,1,Exminster Marshes 1A,294412,88985,50.690899,-3.49619,Permian Sandstone,clay,clay,2.260118796,1.464390305,283.9112761,6.729059364,0.006966187,4.168115078,101239.7584,324.2029256,126.4010256,,2001,2014,14,0.263013699,4596,155,53,14,328.2857143,11.07142857,3.785714286,0.158468162,0.293848277,,2015,2019,5,0.005479452,1822,60,20,5,364.4,12,4,0.178364752,0.31216343
3277,Multiannual,6.1,Alfington 2,311125,97442,50.769728,-3.261688,Triassic Sandstone,sandy loam,sandy loam,2.549779572,1.389114043,283.4335406,6.729059364,0.006798596,4.082290882,100350.6534,321.9329633,120.7311183,,1975,2014,40,0.142465753,10559,467,157,40,263.975,11.675,3.925,16.31574631,0.290859862,,2015,2019,5,0.284931507,1537,52,20,5,307.4,10.4,4,16.31661864,0.235744203
3290,Multiannual,3.6,Bicton 3,306612,85454,50.661243,-3.322631,Triassic Sandstone,sand,sand,2.360258015,1.470170474,283.705675,6.729059364,0.006890414,4.077039331,100847.3761,323.0304229,127.7607283,,1999,2014,16,0.419178082,5357,181,62,16,334.8125,11.3125,3.875,6.370454635,1.145835864,,2015,2019,5,0.030136986,1815,60,20,5,363,12,4,6.440338116,0.621280255
3291,Multiannual,7.1,Bicton 1,307767,86052,50.666804,-3.306444,Triassic Sandstone,sand,sand,2.280096524,1.474747752,283.7504809,6.729059364,0.006901759,4.073846727,100944.3963,323.2505559,127.8720488,,1981,2014,34,0.435616438,10649,391,134,34,313.2058824,11.5,3.941176471,13.05548872,0.44643123,,2015,2019,5,0.273972603,1726,57,20,5,345.2,11.4,4,12.96446411,0.213352484
3312,Annual,1,Moor Monkton,452558,452558,53.966423,-1.200335,Triassic Sandstone,loam,clay loam,1.707861152,1.411200862,282.6778557,7.197851421,0.006277885,4.645321098,101221.0675,320.2475994,111.6485494,,1986,2014,29,0.347945205,337,337,114,29,11.62068966,11.62068966,3.931034483,2.846610674,0.231023681,,2015,2019,5,0.205479452,57,55,20,5,11.4,11,4,2.814278955,0.180342344
3315,Annual,1,Bracey Bridge Drift,507701,462199,54.044507,-0.356661,Chalk,loam,clay loam,1.829774003,1.381652452,282.5321531,6.532711498,0.006310242,4.192795019,100673.348,318.8492779,115.2589812,,1979,2014,36,1.284931507,482,395,139,36,13.38888889,10.97222222,3.861111111,0.530973667,0.114748627,,2015,2019,5,0.180821918,58,58,20,5,11.6,11.6,4,0.518799536,0.125667895
3318,Annual,1,North End Stream,502245,458248,54.01012,-0.441278,Chalk,loam,clay loam,1.819963801,1.380049347,282.5184209,6.532711498,0.006296081,4.154767166,100598.8339,318.8508721,114.7660652,,1979,2014,36,1.630136986,445,386,134,35,12.71428571,11.02857143,3.828571429,0.934376469,0.459681776,,2015,2019,5,0.134246575,59,59,20,5,11.8,11.8,4,0.921340857,0.363718862
3319,Annual,1,North End Stream North,502231,458262,54.010248,-0.441487,Chalk,loam,clay loam,1.819963801,1.380049347,282.5184209,6.532711498,0.006296081,4.154767166,100598.8339,318.8508721,114.7660652,,1985,2014,30,1.284931507,351,326,114,30,11.7,10.86666667,3.8,0.448699877,0.470454708,,2015,2019,5,0.134246575,59,59,20,5,11.8,11.8,4,0.332906261,0.372254172
